clients_count,epochs,batch_size,round,nmi,ari,accuracy
10,150,64,49,0.07424,0.09433,0.69231
10,150,64,50,0.00783,0.01353,0.61538
10,150,64,51,0.04091,0.07382,0.66667
10,150,64,52,0.00103,-0.00165,0.61538
10,150,64,53,0.03427,0.05956,0.66667
10,150,64,54,0.03531,0.0505,0.66667
10,150,64,55,0.1169,0.14303,0.71795
10,150,64,56,0.06628,0.10238,0.69231
10,150,64,57,0.14408,0.20269,0.74359
10,150,64,58,0.16209,0.19658,0.74359
10,150,64,59,0.06628,0.10238,0.69231
10,150,64,60,0.16209,0.19658,0.74359
10,150,64,61,0.16209,0.19658,0.74359
10,150,64,62,0.20973,0.25495,0.76923
10,150,64,63,0.2602,0.31816,0.79487
10,150,64,64,0.20973,0.25495,0.76923
10,150,64,65,0.23799,0.32249,0.79487
10,150,64,66,0.20973,0.25495,0.76923
10,150,64,67,0.20973,0.25495,0.76923
10,150,64,68,0.14408,0.20269,0.74359
10,150,64,69,0.16209,0.19658,0.74359
10,150,64,70,0.1169,0.14303,0.71795
10,150,64,71,0.1169,0.14303,0.71795
10,150,64,72,0.10317,0.1501,0.71795
10,150,64,73,0.1169,0.14303,0.71795
10,150,64,74,0.16209,0.19658,0.74359
10,150,64,75,0.20973,0.25495,0.76923
10,150,64,76,0.20973,0.25495,0.76923
10,150,64,77,0.20973,0.25495,0.76923
10,150,64,78,0.10317,0.1501,0.71795
10,150,64,79,0.16209,0.19658,0.74359
10,150,64,80,0.1169,0.14303,0.71795
10,150,64,81,0.10317,0.1501,0.71795
10,150,64,82,0.1169,0.14303,0.71795
10,150,64,83,0.16209,0.19658,0.74359
10,150,64,84,0.1169,0.14303,0.71795
10,150,64,85,0.1169,0.14303,0.71795
10,150,64,86,0.20973,0.25495,0.76923
10,150,64,87,0.07424,0.09433,0.69231
10,150,64,88,0.07424,0.09433,0.69231
10,150,64,89,0.07424,0.09433,0.69231
10,150,64,90,0.18327,0.13477,0.71795
10,150,64,91,0.1169,0.14303,0.71795
10,150,64,92,0.03531,0.0505,0.66667
10,150,64,93,0.00968,0.02165,0.64103
10,150,64,94,0.06628,0.10238,0.69231
10,150,64,95,0.06628,0.10238,0.69231
10,150,64,96,0.07424,0.09433,0.69231
10,150,64,97,0.34039,0.31293,0.79487
10,150,64,98,0.07424,0.09433,0.69231
10,150,64,99,0.16209,0.19658,0.74359
10,150,64,100,0.06595,0.10921,0.69231
10,150,64,101,0.23799,0.32249,0.79487
10,150,64,102,0.18358,0.26439,0.76923
10,150,64,103,0.23799,0.32249,0.79487
10,150,64,104,0.2602,0.31816,0.79487
10,150,64,105,0.2602,0.31816,0.79487
10,150,64,106,0.35239,0.46185,0.84615
10,150,64,107,0.39485,0.38189,0.82051
10,150,64,108,0.2602,0.31816,0.79487
10,150,64,109,0.20973,0.25495,0.76923
10,150,64,110,0.31416,0.3862,0.82051
10,150,64,111,0.1169,0.14303,0.71795
10,150,64,112,0.10317,0.1501,0.71795
10,150,64,113,0.06628,0.10238,0.69231
10,150,64,114,0.10317,0.1501,0.71795
10,150,64,115,0.10317,0.1501,0.71795
10,150,64,116,0.16209,0.19658,0.74359
10,150,64,117,0.10317,0.1501,0.71795
10,150,64,118,0.14408,0.20269,0.74359
10,150,64,119,0.14408,0.20269,0.74359
10,150,64,120,0.23799,0.32249,0.79487
10,150,64,121,0.31416,0.3862,0.82051
10,150,64,122,0.14408,0.20269,0.74359
10,150,64,123,0.23799,0.32249,0.79487
10,150,64,124,0.2602,0.31816,0.79487
10,150,64,125,0.29208,0.38972,0.82051
10,150,64,126,0.18358,0.26439,0.76923
10,150,64,127,0.16209,0.19658,0.74359
10,150,64,128,0.10033,0.15602,0.71795
10,150,64,129,0.31416,0.3862,0.82051
10,150,64,130,0.14213,0.2118,0.74359
10,150,64,131,0.1169,0.14303,0.71795
10,150,64,132,0.10317,0.1501,0.71795
10,150,64,133,0.16209,0.19658,0.74359
10,150,64,134,0.03002,-0.02243,0.61538
10,150,64,135,0.03531,0.0505,0.66667
10,150,64,136,0.03427,0.05956,0.66667
10,150,64,137,0.03002,-0.02243,0.61538
10,150,64,138,0.07788,-0.05063,0.5641
10,150,64,139,0.03427,0.05956,0.66667
10,150,64,140,0.07424,0.09433,0.69231
10,150,64,141,0.03002,-0.02243,0.61538
10,150,64,142,0.07424,0.09433,0.69231
10,150,64,143,0.18327,0.13477,0.71795
10,150,64,144,0.06628,0.10238,0.69231
10,150,64,145,0.10317,0.1501,0.71795
10,150,64,146,0.16209,0.19658,0.74359
10,150,64,147,0.16209,0.19658,0.74359
10,150,64,148,0.10317,0.1501,0.71795
10,150,64,149,0.16209,0.19658,0.74359
10,150,64,150,0.1169,0.14303,0.71795
