clients_count,epochs,batch_size,round,nmi,ari,accuracy
10,800,64,188,0.38626,0.56496,0.89831
10,800,64,189,0.30481,0.49132,0.88136
10,800,64,190,0.35215,0.54529,0.89831
10,800,64,191,0.23335,0.4166,0.86441
10,800,64,192,0.30481,0.49132,0.88136
10,800,64,193,0.38626,0.56496,0.89831
10,800,64,194,0.43698,0.58112,0.89831
10,800,64,195,0.38626,0.56496,0.89831
10,800,64,196,0.30779,0.46256,0.86441
10,800,64,197,0.53884,0.69903,0.9322
10,800,64,198,0.43782,0.62268,0.91525
10,800,64,199,0.43782,0.62268,0.91525
10,800,64,200,0.30481,0.49132,0.88136
